,title,authors,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_family
10315,The Killer Angels: A Novel of the Civil War (The Civil War Trilogy  #2),Michael Shaara,4.32,0679643249,9780679643241,337,425,48,2004-12-23,Modern Library,Modern Library
10316,The Killer Angels,Michael Shaara/Stephen Hoye,4.32,0739309056,9780739309056,13,92,37,2004-05-11,Random House Audio Publishing Group,Random House Audio
10317,The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,4.32,1841580821,9781841580821,395,318,45,2001-04-01,Birlinn Ltd,Birlinn
10318,Architecture and Tourism: Perception  Performance and Place,D. Medina Lasansky,3.2,1859737099,9781859737095,320,5,1,2004-09-04,Bloomsbury Academic,Bloomsbury
10319,The Last Eyewitness: The Final Week,Chris Seay/Rob Pepper/Brian D. McLaren,3.65,0529123452,9780529123459,144,23,6,2006-05-10,Thomas Nelson,Thomas Nelson
10320,The Best American Essays 2006,Lauren Slater/Robert Atwan,3.88,0618705295,9780618705290,304,434,34,2006-10-11,Mariner Books,Mariner Books
10321,The Best American Spiritual Writing 2006,Philip Zaleski/Peter J. Gomes,3.5,0618586458,9780618586455,336,29,11,2006-10-11,Mariner Books,Mariner Books
10322,The Best American Travel Writing 2006,Tim Cahill,3.94,0618582150,9780618582150,352,492,47,2006-10-11,Mariner Books,Mariner Books
10323,The Best American Crime Writing 2006,Mark Bowden/Otto Penzler/Thomas H. Cook/S.C. Gwynne/Paige Williams/Mary Battiata/Howard Blum/John Connolly/Richard Rubin/Chuck Hustmyre/David Friedman/Denise Grollmus/Deanne Stillman/Jeffrey Toobin/Skip Hollandsworth/Jimmy Breslin/John Heilemann/Mark Jacobson/Robert Nelson,4.0,0060815523,9780060815523,352,206,18,2006-09-05,Ecco,Ecco
10324,How Democratic Is the American Constitution?,Robert A. Dahl,3.64,0300095244,9780300095241,240,466,48,2003-11-10,Yale University Press,Yale University Press
10325,The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,Roald Dahl,4.35,0880291230,9780880291231,681,2276,170,1993-06-13,Barnes & Noble,Barnes & Noble
10326,A Preface to Democratic Theory,Robert A. Dahl,3.63,0226134342,9780226134345,200,88,8,2006-09-15,University of Chicago Press,University of Chicago Press
10327,Matilda,Roald Dahl/Joely Richardson,4.31,0060582545,9780060582548,5,56,18,2004-01-20,Festival Books,Festival Books
10328,Kiss Kiss,Roald Dahl,4.1,0140018328,9780140018325,231,5961,347,1987-10-26,Penguin Books,Penguin
10329,Roald Dahl: A Biography,Jeremy Treglown,3.62,0156001993,9780156001991,336,221,26,1995-06-05,Mariner Books,Mariner Books
10330,Matilda,Roald Dahl/Rula Lenska/Sian Thomas/Christopher Timothy,4.31,0141805625,9780141805627,1,6,0,2005-03-03,Puffin Audiobooks,Puffin
10331,The Adventures of Charlie and Mr. Willy Wonka: A Fully Dramatized Recording,Roald Dahl,4.13,0141805617,9780141805610,4,11,2,2004-11-25,Puffin,Puffin
10332,Fantastic Mr Fox and Other Animal Stories,Roald Dahl,3.95,0141805641,9780141805641,4,25,1,2004-11-25,Puffin,Puffin
10333,Hood,Emma Donoghue,3.59,1555834531,9781555834531,309,1895,170,1998-07-01,Alyson Books,Alyson Books
10334,Landing,Emma Donoghue,3.41,0151012970,9780151012978,336,3032,309,2007-05-07,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt
10335,Touchy Subjects,Emma Donoghue,3.49,0156032619,9780156032612,288,14,2,2007-05-07,Mariner Books,Mariner Books
10336,Kissing the Witch: Old Tales in New Skins,Emma Donoghue,3.89,0064407721,9780064407724,228,6097,592,1999-02-27,HarperTeen,Harper
10337,Life Mask,Emma Donoghue,3.5,0156032643,9780156032643,672,1883,185,2005-09-05,Mariner Books,Mariner Books
10338,Stir-Fry,Emma Donoghue,3.59,1555837239,9781555837235,240,1565,97,2006-12-29,Alyson Books,Alyson Books
10339,Poems Between Women: Four Centuries of Love  Romantic Friendship  and Desire,Emma Donoghue,3.88,0231109253,9780231109253,256,68,4,1999-03-19,Columbia University Press,Columbia University Press
10340,What Sappho Would Have Said,Emma Donoghue,3.62,0241136822,9780241136829,256,24,3,1997-04-24,Hamish Hamilton Ltd,Hamish Hamilton
10341,Mammoth Book Of Lesbian Short Stories (Mammoth Books),Emma Donoghue,3.65,1841190497,9781841190495,512,7,1,1999-06-24,Robson Books  London,Robson Books
10342,Slammerkin,Emma Donoghue,3.71,0156007479,9780156007474,410,12551,1251,2002-05-01,Mariner Books,Mariner Books
10343,We Are Michael Field,Emma Donoghue/Nick Drake,3.55,1899791663,9781899791668,152,50,4,1998-10-01,Absolute Press,Absolute Press
10344,Life is Elsewhere,Milan Kundera/Aaron Asher,3.95,0060997028,9780060997021,432,10129,306,2000-07-25,Harper Perennial,Harper Perennial
10345,Hart's Hope,Orson Scott Card,3.47,0812521358,9780812521351,261,32,5,1992-03-28,Tor Books,Tor Books
10346,Firefighters in the Dark,Dashka Slater/Nicoletta Ceccoli,3.6,0618554599,9780618554591,32,89,17,2006-10-02,HMH Books for Young Readers,Houghton Mifflin Harcourt
10347,Wide Sargasso Sea,Jean Rhys,3.58,0140818030,9780140818031,168,878,79,2001-04-26,Penguin Classics,Penguin
10348,Wide Sargasso Sea,Jean Rhys,3.58,0140274219,9780140274219,160,21384,1386,1998-09-03,Penguin Books,Penguin
10349,Marcel Proust: On Art and Literature 1896-1919,Marcel Proust/Sylvia Townsend Warner,4.06,0786704543,9780786704545,416,73,5,1997-08-05,Carroll & Graf Publishers,Carroll & Graf
10350,Remembrance of Things Past (Boxed Set),Marcel Proust/C.K. Scott Moncrieff/Frederick A. Blossom/Joseph Wood Crutch,4.34,0701125594,9780701125592,3400,6,1,1981-03-05,Chatto & Windus,Chatto & Windus
10351,The Complete Green Letters,Miles J. Stanford,4.2,0310330513,9780310330516,336,293,32,1984-01-01,Zondervan,Zondervan
10352,Naked,David Sedaris/Amy Sedaris,4.09,1586212230,9781586212230,3,308,62,2001-10-01,Grand Central Publishing,Grand Central Publishing
10353,The Last Shot: City Streets  Basketball Dreams,Darcy Frey,4.17,0618446710,9780618446711,233,5106,155,2004-03-03,Mariner Books,Mariner Books
10354,The Inner Sanctum,Stephen W. Frey,3.64,0451190149,9780451190147,448,472,36,1998-07-01,Signet,Signet
10355,Life on Planet Rock: From Guns N' Roses to NIRVana  a Backstage Journey Through Rock's Most Debauched Decade,Lonn M. Friend,3.58,0767922085,9780767922081,320,241,30,2006-07-11,Three Rivers Press,Three Rivers Press
10356,Principle-Centered Leadership,Stephen R. Covey,4.1,0671792806,9780671792800,336,15003,140,1992-10-01,Free Press,Free Press
10357,Fablehaven (Fablehaven  #1),Brandon Mull,4.1,1590385810,9781590385814,351,117341,8718,2006-06-07,Shadow Mountain,Shadow Mountain
10358,Queen of Sorcery (The Belgariad  #2),David Eddings,4.14,0552148083,9780552148085,447,453,20,2000-08-03,Corgi Books (Adult),Corgi
10359,Castle of Wizardry (The Belgariad  #4),David Eddings,4.16,0552148105,9780552148108,443,434,12,1984-09-21,Corgi,Corgi
10360,The Leadership Challenge: Skills for Taking Charge,Warren G. Bennis,0.0,088684049X,9780886840495,60,0,0,1985-12-01,AMR/Advanced Management Reports,Advanced Management Reports
10361,Fullmetal Alchemist  Vol. 6 (Fullmetal Alchemist  #6),Hiromu Arakawa/Akira Watanabe,4.58,1421503190,9781421503196,200,10052,201,2006-03-21,VIZ Media LLC,VIZ Media
10362,The Elements of Typographic Style,Robert Bringhurst,4.24,0881792063,9780881792065,352,7564,206,2004-09-27,Hartley & Marks Publishers,Hartley & Marks
10363,The Elements of Visual Style: The Basics of Print Design for Every PC and Mac User,Robert W. Harris,3.21,0618772456,9780618772452,177,14,3,2007-05-01,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt
10364,Graphic Design Solutions,Robin Landa,4.04,1401881548,9781401881542,403,147,12,2005-04-27,Delmar Thomson Learning,Delmar Thomson Learning
10365,The Mask of the Enchantress,Victoria Holt,3.85,0449210847,9780449210840,0,21,1,1981-10-12,Ivy Books,Ivy Books
10366,Secret for a Nightingale,Victoria Holt,3.82,0449212963,9780449212967,396,1873,34,1987-10-12,Ivy Books,Ivy Books
10367,The Silk Vendetta,Victoria Holt,3.82,0449215482,9780449215487,373,2261,47,1988-11-27,Ivy Books,Ivy Books
10368,Curse Of The Kings,Victoria Holt,3.76,044920068X,9780449200681,304,15,1,1985-06-12,Fawcett Crest Books,Fawcett
10369,Purple Cane Road (Dave Robicheaux  #11),James Lee Burke,4.15,0440224047,9780440224044,387,5467,246,2001-05-08,Dell,Dell
10370,Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P.J. O'Rourke,4.01,0802139701,9780802139702,240,2762,180,2003-01-07,Grove Press,Grove Press
10371,Monkeewrench (Monkeewrench  #1),P.J. Tracy,4.12,045121157X,9780451211576,421,8031,618,2004-04-06,G.P. Putnam's Sons,G.P. Putnam's Sons
10372,P. J. Funnybunny Camps Out,Marilyn Sadler/Roger Bollen,3.87,0679832696,9780679832690,32,169,16,1994-02-22,Random House Books for Young Readers,Random House
10373,The Moon And Sixpence,W. Somerset Maugham,4.13,0099284766,9780099284765,215,447,53,1999-09-02,Vintage Classics,Vintage
10374,Serious Girls,Maxine Swann,3.2,0312288018,9780312288013,240,207,28,2004-12-01,Picador USA,Picador
10375,Deadly Love (Francesca Cahill Deadly  #1),Brenda Joyce,3.96,0312977670,9780312977672,338,755,52,2001-01-15,St. Martin's,St. Martin's
10376,Exiled in Paris: Richard Wright  James Baldwin  Samuel Beckett and Others on the Left Bank,James    Campbell,4.03,0520234413,9780520234413,304,35,6,2003-02-01,University of California Press,University of California Press
10377,The Price of the Ticket: Collected Nonfiction  1948-1985,James Baldwin,4.7,0312643063,9780312643065,712,404,30,1985-09-15,St. Martin's Press,St. Martin's Press
10378,2006 International Building Code,International Code Council (ICC),3.27,1580012515,9781580012515,664,11,1,2006-03-06,International Code Council,International Code Council
10379,Einstein's Monsters,Martin Amis/Erroll McDonald,3.4,0679729968,9780679729969,151,820,33,2011-01-05,Vintage International,Vintage
10380,Code Check Electrical: An Illustrated Guide to Wiring a Safe House,Michael      Casey/Redwood Kardon/Douglas Hansen,4.67,1561587389,9781561587384,29,3,0,2005-11-11,Taunton Press,Taunton Press
10381,International Building Code 2003,International Code Council (ICC),3.62,1892395568,9781892395566,656,15,2,2003-02-16,International Code Council,International Code Council
10382,The Major Works,Alexander Pope/Pat Rogers,3.87,019920361X,9780199203611,768,213,8,2006-11-06,Oxford University Press,Oxford University Press
10383,Poetry and Prose of Alexander Pope (Riverside Editions),Alexander Pope/Aubrey Williams,3.97,0395051568,9780395051566,512,93,5,1968-01-02,Houghton Mifflin Company,Houghton Mifflin
10384,Illustrated Guide to the NEC: Based on the 2005 National Electric Code,Charles R. Miller,4.06,1401850685,9781401850685,452,2,0,2004-12-01,Cengage Learning,Cengage
10385,Surfer's Code: Twelve Simple Lessons For Riding Through Life,Shaun Tomson/Patrick Moser,3.82,1423600762,9781423600763,192,114,17,2006-09-01,Gibbs Smith Publishers,Gibbs Smith
10386,Code Orange,Caroline B. Cooney,3.63,0385732597,9780385732598,200,5889,693,2005-09-27,Delacorte Press,Delacorte Press
10387,Code,Charles Petzold,4.39,0735611319,9780735611313,400,4919,418,2000-10-21,Microsoft Press,Microsoft Press
10388,Brando Unzipped: A Revisionist and Very Private Look at America's Greatest Actor,Darwin Porter,3.51,0974811823,9780974811826,625,81,16,2006-01-05,Blood Moon Productions,Blood Moon Productions
10389,The Kid Stays in the Picture,Robert  Evans,3.92,0571219314,9780571219315,462,2209,176,2004-02-19,Faber & Faber,Faber & Faber
10390,Measle and the Dragodon,Ian Ogilvy,3.97,0060586907,9780060586904,352,263,13,2006-09-01,HarperTrophy,Harper
10391,The Unpublished David Ogilvy,David Ogilvy/Joel Raphaelson,4.16,0517566095,9780517566091,178,255,19,1987-10-21,Crown,Crown
10392,The Alchemist’s Kitchen: Extraordinary Potions & Curious Notions,Guy Ogilvy,4.03,0802715400,9780802715401,58,136,12,2006-10-17,Bloomsbury,Bloomsbury
10393,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,4.19,1590303164,9781590303160,312,21673,1395,2006-01-10,Shambhala Publications,Shambhala
10394,Black Hawk Down: A Story of Modern War,Mark Bowden,4.28,0451205146,9780451205148,496,368,39,2002-01-01,Signet,Signet
10395,Writing Secure Code,Michael  Howard/David LeBlanc,4.01,0735617228,9780735617223,768,328,10,2002-12-14,Microsoft Press,Microsoft Press
10396,Working Effectively with Legacy Code,Michael C. Feathers,4.14,0131177052,76092025986,464,3450,195,2004-09-01,Prentice Hall,Prentice Hall
10397,Explode the Code 1,Nancy Hall,4.37,0838814603,9780838814604,99,89,10,2001-01-01,School Specialty Publishing,School Specialty
10398,Down the Long Hills,Louis L'Amour,4.07,0553280813,9780553280814,208,2503,141,1984-09-01,Bantam,Bantam
10399,The Glass Books of the Dream Eaters (Miss Temple  Doctor Svenson  and Cardinal Chang  #1),Gordon Dahlquist,3.5,0385340354,9780385340359,760,3678,459,2006-12-15,Bantam Books,Bantam
10400,Breaking the Maya Code,Michael D. Coe,4.03,0500281335,9780500281338,304,402,42,1999-10-01,Thames  Hudson,Thames & Hudson
10401,Refactoring: Improving the Design of Existing Code,Martin Fowler/Kent Beck/Don Roberts/Erich Gamma,4.24,0201485672,9780201485677,431,6086,222,1999-07-08,Addison-Wesley Professional,Addison-Wesley
10402,The Heart's Code: Tapping the Wisdom and Power of Our Heart Energy,Paul Pearsall/Gary E. Schwartz/Linda G. Russek,4.01,0767900952,9780767900959,304,267,34,1999-04-06,Harmony,Harmony
10403,Write Great Code: Volume 1: Understanding the Machine,Randall Hyde,3.92,1593270038,9781593270032,456,145,12,2004-11-08,No Starch Press,No Starch Press
10404,Code of the Samurai: A Modern Translation of the Bushido Shoshinshu of Taira Shigesuke,Daidōji Yūzan/Oscar Ratti/Thomas Cleary,4.04,0804831904,9780804831901,128,2274,87,1999-09-15,Tuttle Publishing,Tuttle
10405,Code: And Other Laws of Cyberspace,Lawrence Lessig,3.94,0465039138,9780465039135,320,212,12,2000-07-13,Basic Books,Basic Books
10406,Landscape Within: Insights and Inspirations for Photographers,David   Ward/Joe Cornish,4.36,190253834X,9781902538341,128,22,3,2004-11-01,Aurum Press,Aurum Press
10407,Bob Marley - Songs of Freedom,Bob Marley,4.48,0793536693,9780793536696,200,16,1,1995-12-01,Hal Leonard Publishing Corporation,Hal Leonard
10408,Such a Good Girl and Other Crime Stories,Ed Gorman/Richard Laymon,3.6,0786229985,9780786229987,256,5,1,2001-01-07,Five Star (ME),Five Star
10409,Howards End,E.M. Forster/Nadia May,3.96,0786168471,9780786168477,9,32,16,2007-06-01,Blackstone Audiobooks,Blackstone
10410,Three Complete Novels: Howards End  A Room with a View  Where Angels Fear to Tread,E.M. Forster/Neil Felshman,4.22,0517091267,9780517091265,503,389,31,1993-02-20,Gramercy Books,Gramercy
10411,Kim,Rudyard Kipling,3.72,0486445089,9780486445083,240,159,19,2005-11-08,Dover Publications,Dover Publications
10412,Kim,Rudyard Kipling/Pankaj Mishra,3.72,0812971345,9780812971347,306,113,22,2004-02-10,Modern Library,Modern Library
10413,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.14,1400078679,9781400078677,384,6919,777,2005-04-12,Vintage,Vintage
10414,The Bard's Tale: Prima's Official Strategy Guide,Craig Keller,4.17,0761545646,9780761545644,144,6,0,2004-10-26,Prima Games,Prima Games
10415,The Free Bards (Bardic Voices  #1-3),Mercedes Lackey,4.18,067187778X,9780671877781,712,1530,20,1997-05-01,Baen,Baen
10416,Insurgency and Terrorism: From Revolution to Apocalypse,Bard E. O'Neill,3.91,1574881728,9781574881721,240,133,8,2005-06-01,Potomac Books,Potomac Books
10417,Shakespeare's Landlord (Lily Bard  #1),Charlaine Harris,3.76,0425206866,9780425206867,216,22721,1111,2005-11-01,Berkley,Berkley
10418,Liturgies of the Western Church,Bard Thompson,3.96,0800614283,9780800614287,434,52,8,1980-09-01,Augsburg Fortress Publishing,Augsburg Fortress
10419,Bedlam's Bard (Bedlam Bard  #1-2),Mercedes Lackey/Ellen Guon,3.95,141653282X,9781416532828,617,3016,30,2006-06-30,Baen Books,Baen Books
10420,Mansfield Park,Jane Austen/James Kinsley/Jane Stabler,3.86,019280264X,9780192802644,418,1492,73,2003-10-02,Oxford University Press,Oxford University Press
10421,Walking the Rez Road,Jim Northrup,4.15,089658321X,9780896583214,176,153,16,1995-10-26,Voyageur Press,Voyageur Press
10422,Mansfield Park,Jane Austen/Carol Shields,3.86,0375757813,9780375757815,420,328,38,2001-10-09,Modern Library,Modern Library
10423,Mansfield Park,Jane Austen,3.86,0755331478,9780755331475,454,142,18,2006-05-15,Headline,Headline
10424,Mansfield Park,Jane Austen,3.86,0140620664,9780140620665,479,505,54,1994-05-26,Penguin,Penguin
10425,The Mini Zen Gardening Kit,Daniel Abdal-Hayy Moore,3.16,0762408286,9780762408283,40,14,1,2000-09-04,RP Minis,RP Minis
10426,The Zen Gardening Kit/Book and Japanese Rock Garden,Daniel Abdal-Hayy Moore,3.16,1561381489,9781561381487,96,29,2,1992-11-23,Running Press Book Publishers,Running Press
10427,Stalky & Co.,Rudyard Kipling,3.89,1406503258,9781406503258,212,552,42,2005-12-21,Dodo Press,Dodo Press
10428,The Mill on the Floss,George Eliot/Carol T. Christ,3.79,0393963322,9780393963328,640,133,16,1993-11-17,W. W. Norton & Company,W. W. Norton
10429,Zen in Your Garden,Jenny Hendy,3.6,1841811106,9781841811109,128,7,2,2003-01-04,Godsfield Press Ltd,Godsfield Press
10430,Agnes Grey,Anne Brontë/Fred Schwarzbach,3.68,1593083238,9781593083236,224,418,77,2005-10-01,Barnes  Noble Classics,Barnes & Noble
10431,The Mad Ship (Liveship Traders  #2),Robin Hobb,4.23,0006498868,9780006498865,906,38753,893,2008-02-04,Harper Voyager,Harper Voyager
10432,Ship of Destiny (Liveship Traders  #3),Robin Hobb,4.22,0553575651,9780553575651,789,46646,1014,2001-11-27,Spectra Books,Spectra
10433,Forest Mage (Soldier Son  #2),Robin Hobb,3.39,0060757639,9780060757632,718,13716,393,2006-08-29,Harper Voyager,Harper Voyager
10434,Assassin's Quest (Farseer Trilogy  #3),Robin Hobb,4.18,0553565699,9780553565690,757,67473,1967,1998-01-05,Spectra,Spectra
10435,Disordered Minds,Minette Walters,3.78,0425199355,9780425199350,544,2968,123,2004-12-07,Berkley,Berkley
10436,The Scold's Bridle,Minette Walters,3.95,0312956126,9780312956127,384,7019,113,1995-10-15,St. Martin's Press,St. Martin's Press
10437,Fox Evil,Minette Walters,3.6,0425214923,9780425214923,400,2777,119,2006-11-07,Berkley Trade,Berkley
10438,The Devil's Feather,Minette Walters,3.63,0307264629,9780307264626,349,2343,153,2006-08-22,Alfred A. Knopf,Knopf
10439,The Breaker,Minette Walters,3.62,0515128821,9780515128826,384,2919,142,2000-08-01,Jove,Jove
10440,The Echo,Minette Walters,3.63,0515122564,9780515122565,368,3017,124,1998-04-01,Jove Books,Jove
10441,A Painted House,John Grisham,3.7,0099416158,9780099416159,466,484,48,2002-09-29,Arrow Books,Arrow
10442,D is for Dahl: A gloriumptious A-Z guide to the world of Roald Dahl,Wendy Cooling/Quentin Blake/Roald Dahl,4.08,0670060232,9780670060238,160,1246,54,2005-06-02,Viking Children's Books,Viking
10443,The Roald Dahl Audio Collection,Roald Dahl,4.41,0061214965,9780061214967,4,199,36,2007-02-20,HarperCollins Publishers,HarperCollins
